Source,Comment,BoardWidth,BoardHeight,TextLabel,Type,Graphics,Xref,GraphId,GroupRef,BiopaxRef,Attribute,GroupId,Style,CenterX,CenterY,PublicationXref,openControlledVocabulary,GraphRef,Href,Key,Value
,,,,3-MT SO,Metabolite,,,ad2f6,,,,,,,,,,,,,
,,,,SCN1A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,rs6561333,Rna,,,,b092b,f35,,,,,,,,,,,
,,,,Imidazole-4-acetate,Metabolite,,,bd2da,,e81,,,,,,,,,,,
,,,,a 1-(1-hydroxyalkyl)-sn-glycerol,Metabolite,,,a5fac,,fcc,,,,,,,,,,,
,,,,FMN,Metabolite,,,f3359,,dae,,,,,,,,,,,
,,,,rs4343,Rna,,,d02a1,a3e74,d77,,,,,,,,,,,
,,,,ALDH2,Protein,,,fcc36,b49fc,e81,,,,,,,,,,,
,,,,rs12843533,Rna,,,,c4fef,d5c,,,,,,,,,,,
,,,,rs237897,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,NOX4,Protein,,,e5881,d0504,,,,,,,,,,,,
,,,,H2O2,Metabolite,,,cc556,,,,,,,,,,,,,
,,,,rs1051312,Rna,,,a1c4a,e031f,a94,,,,,,,,,,,
,,,,SCN4B,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,DHMA,Metabolite,,,e30ec,,,,,,,,,,,,,
,,,,"1-O-(1,2-saturated-alkyl)-sn-glycerol",Metabolite,,,bca38,,fcc,,,,,,,,,,,
,,,,ADAM10,Protein,,,c535a,,f13,,,,,,,,,,,
,,,,rs6280,Rna,,,f74a9,ded1d,a69,,,,,,,,,,,
,,,,q-BH2,Metabolite,,,f75d9,,f23,,,,,,,,,,,
,,,,HNMT,GeneProduct,,,f8d00,,,,,,,,,,,,,
,,,,rs7997012,Rna,,,,b092b,a5b,,,,,,,,,,,
,,,,GABRA2,Protein,,,,a0252,,,,,,,,,,,,
,,,,ACE,GeneProduct,,,b9b35,,b9b,,,,,,,,,,,
,,,,angiotensin I,Metabolite,,,e0d12,,b9b,,,,,,,,,,,
,,,,"SAM
",Metabolite,,,c7fab,,f83,,,,,,,,,,,
,,,,rs1487275,Rna,,,e9e33,c959d,f35,,,,,,,,,,,
,,,,PCBD1,Protein,,,af02a,f41a1,f23,,,,,,,,,,,
,,,,rs10879352,Rna,,,f09e9,c959d,f35,,,,,,,,,,,
,,,,HCFC1 (cblX),GeneProduct,,,dfae3,,f8a,,,,,,,,,,,
,,,,PCBD2,Protein,,,e287b,f41a1,f23,,,,,,,,,,,
,,,,L-tryptophan,Metabolite,,,edb89,,add,,,,,,,,,,,
,,,,SLC25A32,Protein,,,adac2,,,,,,,,,,,,,
,,,,AANAT,Protein,,,a5f49,,eb6,,,,,,,,,,,
,,,,SCN5A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,rs11178997,Rna,,,e1e4e,c959d,a94,,,,,,,,,,,
,,,,MAOA,Protein,,,e95cc,d846e,,,,,,,,,,,,
,,,,ALDH,Protein,,,c9e55,,,,,,,,,,,,,
,,,,serine,Metabolite,,,ec028,,de7,,,,,,,,,,,
,,,,TY,Protein,,,edef3,,,,,,,,,,,,,
,,,,rs602618,Rna,,,ff468,aceab,c5b,,,,,,,,,,,
,,,,NMN-SO,Metabolite,,,db725,,,,,,,,,,,,,
,,,,CSAD,Protein,,,a0e1d,,,,,,,,,,,,,
,,,,PPH4,Metabolite,,,dd34d,,ea0,,,,,,,,,,,
,,,,serotonin,Metabolite,,,a7e27,,eb6,,,,,,,,,,,
,,,,rs10521432,Rna,,,d94cf,dc92c,cfd,,,,,,,,,,,
,,,,PTS,Protein,,,cb716,,ea0,,,,,,,,,,,
,,,,sepiapterin,Metabolite,,,ffb3f,,db1,,,,,,,,,,,
,,,,rs1923886,Rna,,,,b092b,f35,,,,,,,,,,,
,,,,MG2+,Metabolite,,,e1319,a4d6d,,,,,,,,,,,,
,,,,NM,Metabolite,,,a147f,,,,,,,,,,,,,
,,,,GABRB3,Protein,,,,a0252,,,,,,,,,,,,
,,,,rs2056202,Rna,,,beea0,d84b1,cb5,,,,,,,,,,,
,,,,rs686,Rna,,,c6834,fafa5,f35,,,,,,,,,,,
,,,,THF,Metabolite,,,cced5,,de7,,,,,,,,,,,
,,,,rs5989681,Rna,,,c916f,f7a1c,c89,,,,,,,,,,,
,,,,NO,Metabolite,,,d8019,,,,,,,,,,,,,
,,,,formate,Metabolite,,,d6215,,de7,,,,,,,,,,,
,,,,MAOB,Protein,,,c15f8,d846e,,,,,,,,,,,,
,,,,L-citrulline,Metabolite,,,f99eb,,,,,,,,,,,,,
,,,,rs1950902,Rna,,,ca8ac,ecf74,c47,,,,,,,,,,,
,,,,rs1465107,Rna,,,f5e9b,c4fef,bc6,,,,,,,,,,,
,,,,FAD,Metabolite,,,d24c2,,,,,,,,,,,,,
,,,,CBS,Protein,,,c838b,c6c34,,,,,,,,,,,,
,,,,GABRA3,Protein,,,,a0252,,,,,,,,,,,,
,,,,Metanephrine,Metabolite,,,b707c,,,,,,,,,,,,,
,,,,rs3785143,Rna,,,,afba6,b46,,,,,,,,,,,
,,,,rs740601,Rna,,,,ed7b2,d1f,,,,,,,,,,,
,,,,tyramine,Metabolite,,,eb2cc,,,,,,,,,,,,,
,,,,rs2071010,Rna,,,fe5b6,,d5a,,,,,,,,,,,
,,,,GABRA5,Protein,,,,a0252,,,,,,,,,,,,
,,,,SLC18A1,Protein,,,df613,da198,e03,,,,,,,,,,,
,,,,rs1023159,Rna,,,ec4b1,fbaa5,,,,,,,,,,,,
,,,,rs165774,Rna,,,c09d9,ed7b2,,,,,,,,,,,,
,,,,GLS,Protein,,,e547d,b7a07,fc8,,,,,,,,,,,
,,,,SLC46A1,Protein,,,f2d4c,,,,,,,,,,,,,
,,,,CNTN1,GeneProduct,,,dea1b,c2301,,,,,,,,,,,,
,,,,"B6
pyridoxine",Metabolite,,,d8e3e,de75c,,,,,,,,,,,,
,,,,CPLX1,Protein,,,afabe,ec3f5,,,,,,,,,,,,
,,,,PDXK,Protein,,,fcd33,,,,,,,,,,,,,
,,,,glycine betaine,Metabolite,,,aad1b,,,,,,,,,,,,,
,,,,FOLH1,GeneProduct,,,a0db6,,,,,,,,,,,,,
,,,,SHMT2,Protein,,,bed7d,caf4b,,,,,,,,,,,,
,,,,taurine,Metabolite,,,a7c64,,,,,,,,,,,,,
,,,,5-MTHF,Metabolite,,,a3832,,,,,,,,,,,,,
,,,,MOPGAL,Metabolite,,,bfbc3,,,,,,,,,,,,,
,,,,AdoCbl,Metabolite,,,a75ca,db94d,,,,,,,,,,,,
,,,,MeCbl,Metabolite,,,b284c,d0e0b,,,,,,,,,,,,
,,,,OPRM1,Protein,,,b7e86,,cc9,,,,,,,,,,,
,,,,deamido-NAD+,Metabolite,,,bec42,,fe5,,,,,,,,,,,
,,,,CYP2D6,Protein,,,cdb95,,,,,,,,,,,,,
,,,,L-histidinol,Metabolite,,,faee6,,b19,,,,,,,,,,,
,,,,SCN10A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,CNTNAP4,GeneProduct,,,bbb0a,d7b0b,,,,,,,,,,,,
,,,,SLC17A6,GeneProduct,,,e0c54,b463f,,,,,,,,,,,,
,,,,rs1406946,Rna,,,a38af,,f35,,,,,,,,,,,
,,,,ALDH5A1,Protein,,,cfab3,,,,,,,,,,,,,
,,,,DHNTP,Metabolite,,,cb6c2,,ea0,,,,,,,,,,,
,,,,DAG1,GeneProduct,,,e3c11,,,,,,,,,,,,,
,,,,L-cysteate,Metabolite,,,e5c05,,,,,,,,,,,,,
,,,,melatonin,Metabolite,,,bc102,,eb6,,,,,,,,,,,
,,,,rs362204,Rna,,,,ed7b2,,,,,,,,,,,,
,,,,3-MT,Metabolite,,,be7ff,,,,,,,,,,,,,
,,,,SULT1A3,Protein,,,e51fd,,,,,,,,,,,,,
,,,,rs2242446,Rna,,,a0b74,afba6,d6f,,,,,,,,,,,
,,,,rs2298444,Rna,,,a7d3f,f85b0,a04,,,,,,,,,,,
,,,,GCAT,GeneProduct,,,f8a8a,c3678,,,,,,,,,,,,
,,,,glycine,Metabolite,,,ba5c2,,de7,,,,,,,,,,,
,,,,SLC25A12,Protein,,,ecdf6,ba2f2,,,,,,,,,,,,
,,,,rs35062132,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,rs2934966,Rna,,,ba5f3,,f35,,,,,,,,,,,
,,,,5-10MeTHF,Metabolite,,,b9c87,,,,,,,,,,,,,
,,,,10-formyl-THF,Metabolite,,,a2c2d,,de7,,,,,,,,,,,
,,,,MTRR,Protein,,,c97ec,c1d25,,,,,,,,,,,,
,,,,O2−,Metabolite,,,aa79a,,cc3,,,,,,,,,,,
,,,,DOPL,Metabolite,,,b4711,,da2,,,,,,,,,,,
,,,,rs36017,Rna,,,,afba6,e8a,,,,,,,,,,,
,,,,PNPO,Protein,,,f921d,,,,,,,,,,,,,
,,,,"5, 10-MTHFPG",Metabolite,,,e1413,,de7,,,,,,,,,,,
,,,,SCN7A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,HISN8,Protein,,,d3ad8,,,,,,,,,,,,,
,,,,4-aminobutanoate,Metabolite,,,d03dc,b39b0,,,,,,,,,,,,
,,,,NADSYN1,Protein,,,a3186,,fe5,,,,,,,,,,,
,,,,AHCYL1,Protein,,,eea10,,,,,,,,,,,,,
,,,,rs2236225,Rna,,,b9efc,ecf74,c47,,,,,,,,,,,
,,,,rs237889,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,rs590551,Rna,,,eaee5,dc92c,cfd,,,,,,,,,,,
,,,,rs12843268,Rna,,,,c4fef,f91,,,,,,,,,,,
,,,,rs16976358,Rna,,,cdc84,b5bde,a69,,,,,,,,,,,
,,,,L-tyrosine,Metabolite,,,de415,,,,,,,,,,,,,
,,,,rs5949028,Rna,,,b4d65,f7a1c,c85,,,,,,,,,,,
,,,,MTHFD2L,Protein,,,fe3f8,a7812,,,,,,,,,,,,
,,,,MN-SO4,Metabolite,,,aed10,,,,,,,,,,,,,
,,,,nicotinate D-ribonucleotide(2−),Metabolite,,,a3c41,,b65,,,,,,,,,,,
,,,,N-METHYL-HISTAMINE,Metabolite,,,e84e5,,bd0,,,,,,,,,,,
,,,,B9,Metabolite,,,df912,,,,,,,,,,,,,
,,,,rs3027407,Rna,,,ee4d5,c4fef,d5c,,,,,,,,,,,
,,,,SLC17A8,GeneProduct,,,d24da,b463f,,,,,,,,,,,,
,,,,RFK,Protein,,,bf891,,dae,,,,,,,,,,,
,,,,dopamine,Metabolite,,,c6b00,,,,,,,,,,,,,
,,,,DBH,Protein,,,a4a3a,,,,,,,,,,,,,
,,,,AOC1,GeneProduct,,,c35ea,,,,,,,,,,,,,
,,,,SIRT3,GeneProduct,,,e502f,,eb6,,,,,,,,,,,
,,,,cysteine sulfinate,Metabolite,,,eb2c6,,,,,,,,,,,,,
,,,,SAH,Metabolite,,,c95ea,,f83,,,,,,,,,,,
,,,,L-dopa,Metabolite,,,f39aa,,,,,,,,,,,,,
,,,,NM Aldehyde ,Metabolite,,,c260f,,,,,,,,,,,,,
,,,,pyridoxine 5'-phosphate,Metabolite,,,af8f2,,,,,,,,,,,,,
,,,,rs651646 ,Rna,,,befe9,f85b0,df7,,,,,,,,,,,
,,,,rs2270637,Rna,,,,efa7e,a69,,,,,,,,,,,
,,,,S-adenosyl-L-homocysteine,Metabolite,,,c7bf4,,,,,,,,,,,,,
,,,,"MHPG
MOPEG",Metabolite,,,ca993,,,,,,,,,,,,,
,,,,rs4130047,Rna,,,fe56b,b5bde,a69,,,,,,,,,,,
,,,,DOPET,Metabolite,,,aefd4,,da2,,,,,,,,,,,
,,,,rs4818,Rna,,,,ed7b2,,,,,,,,,,,,
,,,,FLAD1,Metabolite,,,d25c0,,,,,,,,,,,,,
,,,,Biopterin,Metabolite,,,d6eb2,,,,,,,,,,,,,
,,,,rs3782025,Rna,,,,aec09,f35,,,,,,,,,,,
,,,,histamine,Metabolite,,,ab097,,b19,,,,,,,,,,,
,,,,GABRA1,Protein,,,c0d48,a0252,,,,,,,,,,,,
,1'-oxo-2'-hydroxypropyl-tetrahydropterin ,,,1′-OXPH4,Metabolite,,,ef51a,,e4c,,,,,,,,,,,
,,,,SCN8A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,SLC19A1,Protein,,,a024e,c5db7,,,,,,,,,,,,
,,,,NOS1,Protein,,,ba12e,e4d85,,,,,,,,,,,,
,,,,rs1390938,Rna,,,,efa7e,ce2,,,,,,,,,,,
,,,,PNMT,Protein,,,bb998,,,,,,,,,,,,,
,,,,rs1799836,Rna,,,a33d6,dc92c,c31,,,,,,,,,,,
,,,,rs6323,Rna,,,cdad8,c4fef,a45,,,,,,,,,,,
,,,,GABRA4,Protein,,,,a0252,,,,,,,,,,,,
,,,,rs6582071,Rna,,,f8a54,c959d,f35,,,,,,,,,,,
,,,,rs2279709,Rna,,,eb6af,efa7e,a69,,,,,,,,,,,
,,,,AKR1B1,Protein,,,b6a9e,,ea0,,,,,,,,,,,
,,,,rs6267,Rna,,,,ed7b2,c7d,,,,,,,,,,,
,,,,BHMT,Protein,,,df843,,bba,,,,,,,,,,,
,,,,DHFR,Protein,,,dc444,,ea0,,,,,,,,,,,
,,,,ALDH9A1,GeneProduct,,,c57e5,b49fc,,,,,,,,,,,,
,,,,rs2270641,Rna,,,,efa7e,a69,,,,,,,,,,,
,,,,"H4gtp
GPT",Metabolite,,,f9098,,,,,,,,,,,,,
,,,,rs3733890,Rna,,,d8ade,,ac2,,,,,,,,,,,
,,,,HDC,GeneProduct,,,faaf0,,,,,,,,,,,,,
,,,,N-Methylhistamine,Metabolite,,,c9743,,bd0,,,,,,,,,,,
,,,,imidazole-4-acetaldehyde,Metabolite,,,d40b7,,e81,,,,,,,,,,,
,,,,pyridoxamine,Metabolite,,,e892c,de75c,,,,,,,,,,,,
,,,,rs165599,Rna,,,b3e57,ed7b2,,,,,,,,,,,,
,,,,GABRB1,Protein,,,f105d,a0252,,,,,,,,,,,,
,,,,QPRT,Protein,,,d2bb4,,fe5,,,,,,,,,,,
,,,,FAAH2,GeneProduct,,,b6be9,c966f,,,,,,,,,,,,
,,,,rs5906883 ,Rna,,,e6030,c4fef,d5c,,,,,,,,,,,
,,,,SOD2,Protein,,,f8b32,,eb6,,,,,,,,,,,
,,,,rs737865,Rna,,,,ed7b2,,,,,,,,,,,,
,,,,rs1801198,Rna,,,c0e4a,,f35,,,,,,,,,,,
,,,,4a-Hydroxytetrahydrobiopterin,Metabolite,,,d17b1,,,,,,,,,,,,,
,,,,rs6651806,Rna,,,ed869,dc92c,cfd,,,,,,,,,,,
,,,,CNTNAP2,GeneProduct,,,afe1c,d7b0b,f14,,,,,,,,,,,
,,,,rs5905512,Rna,,,cc474,dc92c,c31,,,,,,,,,,,
,,,,SCN2B,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,SCN9A,Protein,,,a35ba,b3ab0,,,,,,,,,,,,
,,,,q-H2BPT,Metabolite,,,affb2,,d02,,,,,,,,,,,
,,,,GABRG1,Protein,,,,a0252,,,,,,,,,,,,
,,,,SLC6A4,Protein,,,f6c2b,,a69,,,,,,,,,,,
,,,,NAS,Metabolite,,,abe44,,eb6,,,,,,,,,,,
,,,,L-alanine,Metabolite,,,f7918,,,,,,,,,,,,,
,,,,5-MT,Metabolite,,,e5b00,,,,,,,,,,,,,
,,,,Fe2+,Metabolite,,,cf333,ca316,,,,,,,,,,,,
,,,,rs174696,Rna,,,,ed7b2,d1f,,,,,,,,,,,
,,,,GABRG2,Protein,,,,a0252,,,,,,,,,,,,
,,,,"ADGRL3
GPCRs",Protein,,,b572e,,,,,,,,,,,,,
,,,,rs2268491,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,rs1667627,Rna,,,b26ab,,,,,,,,,,,,,
,,,,rs1672717,Rna,,,,aec09,f35,,,,,,,,,,,
,,,,rs7632287,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,glycerol,Metabolite,,,ef952,,,,,,,,,,,,,
,,,,O2,Metabolite,,,c3e2d,,,,,,,,,,,,,
,,,,L-histidine,Metabolite,,,c2c51,,b19,,,,,,,,,,,
,,,,DOPAC,Metabolite,,,a7512,,d63,,,,,,,,,,,
,,,,rs265981,Rna,,,cafc9,fafa5,,,,,,,,,,,,
,,,,GABRQ,Protein,,,daf5d,a0252,,,,,,,,,,,,
,,,,fatty aldehydes,Metabolite,,,e4277,,f60,,,,,,,,,,,
,,,,DHPG,Metabolite,,,e3e8f,,,,,,,,,,,,,
,,,,rs1800544,Rna,,,acae2,aceab,c5b,,,,,,,,,,,
,,,,Alpha-dystroglycan,Protein,,,fca6b,,d44,,,,,,,,,,,
,,,,hemiacetals,Metabolite,,,b6661,,f60,,,,,,,,,,,
,,,,SCN3B,Protein,,,e4355,b3ab0,,,,,,,,,,,,
,,,,NOX1,Protein,,,e5dd3,d0504,,,,,,,,,,,,
,,,,CNTN2,GeneProduct,,,e5985,c2301,,,,,,,,,,,,
,,,,"TDC
",Protein,,,dc8cd,,,,,,,,,,,,,
,,,,CNTNAP1,GeneProduct,,,f5d4c,d7b0b,,,,,,,,,,,,
,,,,GABRB2,Protein,,,e1857,a0252,,,,,,,,,,,,
,,,,alkylglycerols,Metabolite,,,f749e,,f60,,,,,,,,,,,
,,,,Xanthurenic acid,Metabolite,,,e7501,,add,,,,,,,,,,,
,,,,rs1051266,Rna,,,e56c3,fbaa5,,,,,,,,,,,,
,,,,SLC6A2,Protein,,,a9694,da198,f66,,,,,,,,,,,
,,,,"GCH1
GTPCH",Protein,,,e7693,,ea0,,,,,,,,,,,
,,,,rs594445,Rna,,,b9889,,a69,,,,,,,,,,,
,,,,rs28386840,Rna,,,c19f7,afba6,e1a,,,,,,,,,,,
,,,,2-oxoglutarate,Metabolite,,,aa645,b39b0,,,,,,,,,,,,
,,,,Met,Metabolite,,,fc58a,,f83,,,,,,,,,,,
,,,,rs4680,Rna,,,,ed7b2,d1f,,,,,,,,,,,
,,,,rs2292813,Rna,,,dad29,d84b1,cb5,,,,,,,,,,,
,,,,rs3813034,Rna,,,b20aa,a3848,a69,,,,,,,,,,,
,,,,rs1979277,Rna,,,f8da5,,ce2,,,,,,,,,,,
,,,,"CB
Collybistin",Protein,,,ffe5d,,bb7,,,,,,,,,,,
,,,,SLC52A2,GeneProduct,,,f8c2c,b215a,,,,,,,,,,,,
,,,,FOLR1,Protein,,,c6550,c5db7,,,,,,,,,,,,
,,,,noladin ether,Metabolite,,,d390a,,d4e,,,,,,,,,,,
,,,,rs2088102,Rna,,,d76a5,,d1f,,,,,,,,,,,
,,,,MTHFD2,Protein,,,de1f6,a7812,,,,,,,,,,,,
,"Sodium-dependent dopamine transporter, DA transporter, DAT, Solute carrier family 6 member 3. AKA DAT1",,,SLC6A3,Protein,,,add17,,,,,,,,,,,,,
,,,,STXBP1,Protein,,,e1792,ec3f5,,,,,,,,,,,,
,,,,rs3746544,Rna,,,c4132,e031f,a94,,,,,,,,,,,
,,,,QDPR,Protein,,,efc6f,,f23,,,,,,,,,,,
,,,,TAAR1,Protein,,,c3cad,,a1a,,,,,,,,,,,
,,,,rs3785157,Rna,,,,afba6,e5d,,,,,,,,,,,
,,,,TYMS,Protein,,,b50f7,,cdb,,,,,,,,,,,
,,,,SCN1B,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,pyridoxal,Metabolite,,,d06e2,de75c,,,,,,,,,,,,
,,,,rs5569,Rna,,,dc2c2,afba6,b98,,,,,,,,,,,
,,,,rs3758653,Rna,,,fd327,,,,,,,,,,,,,
,,,,NOX3,Protein,,,e359e,d0504,,,,,,,,,,,,
,,,,DNMT1,Protein,,,b6c90,,,,,,,,,,,,,
,,,,TCN2,Protein,,,c74f4,,,,,,,,,,,,,
,,,,CNTN5,GeneProduct,,,,c2301,,,,,,,,,,,,
,,,,rs779867,Rna,,,b3019,,a69,,,,,,,,,,,
,,,,rs53576,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,acetate,Metabolite,,,d2ce6,,,,,,,,,,,,,
,,,,SLC52A1,GeneProduct,,,c11bb,b215a,,,,,,,,,,,,
,,,,rs1805087,Rna,,,c4293,,a9f,,,,,,,,,,,
,,,,AGTR1,Protein,,,fa1a7,,,,,,,,,,,,,
,,,,rs4633,Rna,,,,ed7b2,,,,,,,,,,,,
,,,,NOS3,Protein,,,f1380,e4d85,,,,,,,,,,,,
,,,,SCN4A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,MOCOS,Protein,,,d099c,,,,,,,,,,,,,
,,,,PAH,Protein,,,ab373,,,,,,,,,,,,,
,,,,GABRD,Protein,,,,a0252,,,,,,,,,,,,
,,,,rs6269,Rna,,,,ed7b2,,,,,,,,,,,,
,,,,DHF,Metabolite,,,d53ad,,,,,,,,,,,,,
,,,,AGMO,Protein,,,ca99c,,d02,,,,,,,,,,,
,,,,MoCo,Metabolite,,,e0d50,,,,,,,,,,,,,
,,,,L-glutamine,Metabolite,,,d49de,,ab8,,,,,,,,,,,
,,,,rs151257822,GeneProduct,,,ac7b1,cf318,,,,,,,,,,,,
,,,,rs237902,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,rs4291,Rna,,,e1af0,a3e74,d77,,,,,,,,,,,
,,,,ASMT,Protein,,,ff65d,,eb6,,,,,,,,,,,
,,,,"(4aS,6R)-4a-hydroxy - BH4",Metabolite,,,d3e64,,,,,,,,,,,,,
,,,,rs251915,Rna,,,d68f6,,b47,,,,,,,,,,,
,,,,"Derived From WP4159
GABA receptor signaling",Pathway,,,ed4ec,,,,,,,,,,,,,
,,,,5-Hial,Metabolite,,,f19b3,,,,,,,,,,,,,
,,,,DDC,Protein,,,f4ad3,,,,,,,,,,,,,
,,,,moco sulfide ,Metabolite,,,ea24c,,,,,,,,,,,,,
,,,,rs6746030,Rna,,,a5473,,c7d,,,,,,,,,,,
,HVAL = Homovanillyl = alcohol(4-Hydroxy-3-methoxyphenyl)ethanol,,,HVAL,Metabolite,,,f7640,,d63,,,,,,,,,,,
,,,,SOD1,Protein,,,aa6a6,ba367,b07,,,,,,,,,,,
,,,,NCAM1,Protein,,,df7a8,,f14,,,,,,,,,,,
,,,,RIT2,Protein,,,a6ffb,,f9b,,,,,,,,,,,
,,,,TPH2,Protein,,,e0a6b,c3629,,,,,,,,,,,,
,,,,glycerol 3-phosphate,Metabolite,,,bda29,,,,,,,,,,,,,
,,,,MTR,Protein,,,e4bcd,d0e0b,f83,,,,,,,,,,,
,,,,SLC52A3,GeneProduct,,,befa3,b215a,,,,,,,,,,,,
,,,,"Derived From WP4271
Vitamin B12 disorders",Pathway,,,c487d,,,,,,,,,,,,,
,,,,rs4570625,Rna,,,a7959,c959d,a94,,,,,,,,,,,
,,,,"Pharmacological 
Intervention
(drug)",,,,a4195,,,,,,,,,,,,,
,,,,Angiotensinogen,Metabolite,,,ad89d,,b9b,,,,,,,,,,,
,,,,CNTN4,GeneProduct,,,,c2301,,,,,,,,,,,,
,,,,MTHFR,Protein,,,e4bfc,,,,,,,,,,,,,
,,,,rs6318,Rna,,,bfee0,,a69,,,,,,,,,,,
,,,,hypotaurine,Metabolite,,,aa6f4,,,,,,,,,,,,,
,,,,NMNAT1,Protein,,,aed2d,,fe5,,,,,,,,,,,
,,,,"DOPGAL
",Metabolite,,,c7552,,,,,,,,,,,,,
,,,,SCN11A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,SLC25A13,Protein,,,c7e76,ba2f2,,,,,,,,,,,,
,,,,ALDH1L1,Protein,,,ffe0d,,,,,,,,,,,,,
,,,,rs237887,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,B2,Metabolite,,,ba917,,dae,,,,,,,,,,,
,,,,rs4532,Rna,,,a48a1,fafa5,a69,,,,,,,,,,,
,,,,SCN3A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,rs1352250,Rna,,,d3675,c959d,f35,,,,,,,,,,,
,,,,rs4570625,Rna,,,cd54c,c959d,a94,,,,,,,,,,,
,,,,GPHN,Protein,,,f0b68,,bb7,,,,,,,,,,,
,,,,OH-,Metabolite,,,bffad,,,,,,,,,,,,,
,,,,NOX5,Protein,,,dfd3f,d0504,,,,,,,,,,,,
,,,,rs3027400,Rna,,,c6f72,c4fef,bc6,,,,,,,,,,,
,rs2129575,,,rs2129575,Rna,,,bbfc5,c959d,b7b,,,,,,,,,,,
,,,,CDO1,GeneProduct,,,db337,,,,,,,,,,,,,
,"Multifunctional transporter that transports L-glutamate as well as multiple ions such as chloride, proton, potassium, sodium and phosphate (PubMed:10820226).
At the synaptic vesicle membrane, mainly functions as an uniporter which transports preferentially L-glutamate but also phosphate from the cytoplasm into synaptic vesicles at presynaptic nerve terminals of excitatory neural cells (By similarity).",,,SLC17A7,Protein,,,e17c5,b463f,,,,,,,,,,,,
,,,,KYAT3,Protein,,,abce4,c734a,,,,,,,,,,,,
,,,,ALDH1L2,Protein,,,a09b1,,,,,,,,,,,,,
,,,,GK,Protein,,,becf8,,,,,,,,,,,,,
,,,,SYP,Protein,,,ebffb,ec3f5,,,,,,,,,,,,
,,,,FMO1,GeneProduct,,,a9800,b2149,,,,,,,,,,,,
,,,,REN,Protein,,,ea0b2,,b9b,,,,,,,,,,,
,,,,rs2710102,Rna,,,c4e22,b9f78,a69,,,,,,,,,,,
,,,,CTH,Protein,,,db72c,d0530,,,,,,,,,,,,
,,,,6R-BH4,Metabolite,,,b4a3d,,fcc,,,,,,,,,,,
,,,,adrenaline,Metabolite,,,ea073,,,,,,,,,,,,,
,,,,AKR,Protein,,,e34d5,,,,,,,,,,,,,
,,,,AHCY,Protein,,,d58fd,,,,,,,,,,,,,
,,,,CNTN3,GeneProduct,,,b2bba,c2301,,,,,,,,,,,,
,,,,arachidonic acid,Metabolite,,,abe84,,,,,,,,,,,,,
,,,,cystathionine,Metabolite,,,e3468,,,,,,,,,,,,,
,,,,DOPEG,Metabolite,,,e99ba,,,,,,,,,,,,,
,,,,SPR,Protein,,,d3452,b889a,ea0,,,,,,,,,,,
,,,,5-hydroxy-L-tryptophan,Metabolite,,,e1aa3,,eb6,,,,,,,,,,,
,,,,CNTNAP3,GeneProduct,,,,d7b0b,,,,,,,,,,,,
,,,,rs7794745,Rna,,,bb54e,b9f78,a69,,,,,,,,,,,
,,,,rs1799971,Rna,,,d5e99,,cc9,,,,,,,,,,,
,,,,L-arginine,Metabolite,,,c4f12,,,,,,,,,,,,,
,,,,TPH1,Protein,,,c83c7,c3629,,,,,,,,,,,,
,,,,GLUL,GeneProduct,,,c6690,,f51,,,,,,,,,,,
,,,,rs2254298,GeneProduct,,,,cf318,,,,,,,,,,,,
,,,,ADH,Protein,,,c5068,,,,,,,,,,,,,
,,,,L-cysteine,Metabolite,,,fdd3f,,,,,,,,,,,,,
,,,,rs4446909,Rna,,,e2582,f7a1c,fe1,,,,,,,,,,,
,,,,L-phenylalanine,Metabolite,,,b9323,,,,,,,,,,,,,
,1'-hydroxy-2'-oxopropyl-tetrahydropterin (2'-OXPH4),,,2′-OXPH4,Metabolite,,,c9382,,e4c,,,,,,,,,,,
,,,,homocysteine,Metabolite,,,f49b6,,f83,,,,,,,,,,,
,,,,MAT1A,Protein,,,eaf9f,d7c2f,,,,,,,,,,,,
,,,,MAT2B,Protein,,,ec6e8,d7c2f,,,,,,,,,,,,
,,,,BH4,Metabolite,,,d5719,,,,,,,,,,,,,
,,,,"BH2
7,8-dihydrofolate",Metabolite,,,aad47,,,,,,,,,,,,,
,,,,AKR1A1,Protein,,,cc5d2,aaf9d,,,,,,,,,,,,
,,,,AKR1C3,Protein,,,aa483,b889a,ea0,,,,,,,,,,,
